Age,Industry,JobTitle,AnnualSalary,AdditionalCompensation,State,City,YearsExperience,YearsInField,Education,Gender,Race,TotalCompensation,id
25-34,Computing or Tech,Site Reliability Engineer ,105000,0.0,Missouri,St. Louis ,5-7 years,5-7 years,Master's degree,Man,Asian or Asian American,105000.0,29.0
25-34,Computing or Tech,Lead Programmer,85000,0.0,California,Los Angeles,2 - 4 years,2 - 4 years,College degree,Non-binary,White,85000.0,6.0
35-44,"Accounting, Banking & Finance",Bond Analyst,135000,165000.0,California,Los Angeles,21 - 30 years,21 - 30 years,Master's degree,Man,Asian or Asian American,300000.0,6.0
35-44,Law,Senior Counsel ,200000,40000.0,Washington,Seattle,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,White,240000.0,53.0
25-34,Computing or Tech,Software Engineer,118000,10000.0,California,San Francisco Bay Area,2 - 4 years,2 - 4 years,College degree,Woman,White,128000.0,6.0
25-34,"Accounting, Banking & Finance",CFO,140000,5000.0,Texas,Dallas,11 - 20 years,11 - 20 years,Master's degree,Man,White,145000.0,48.0
25-34,Education (Higher Education),Study Coordinator,57000,0.0,Alaska,Fairbanks,8 - 10 years,2 - 4 years,Master's degree,Non-binary,White,57000.0,2.0
25-34,Education (Higher Education),Biology Instructor,74554,3375.0,Alabama,Opelika,2 - 4 years,2 - 4 years,PhD,Woman,White,77929.0,1.0
25-34,Education (Higher Education),Assistant Professor (tenure-track),75000,0.0,California,Long Beach,8 - 10 years,8 - 10 years,PhD,Woman,White,75000.0,6.0
35-44,Health care,Process Associate 3,97500,0.0,California,San Carlos,21 - 30 years,11 - 20 years,College degree,Man,White,97500.0,6.0
25-34,"Marketing, Advertising & PR",Content Marketing Manager,55000,0.0,California,Orange,5-7 years,5-7 years,College degree,Man,White,55000.0,6.0
25-34,Health care,Assistant Director,110000,0.0,Washington,Seattle,5-7 years,2 - 4 years,College degree,Woman,White,110000.0,53.0
25-34,"Accounting, Banking & Finance",Branch Manager,85000,10000.0,Maryland,Annapolis,8 - 10 years,8 - 10 years,College degree,Woman,White,95000.0,24.0
25-34,Computing or Tech,Data Analyst ,189000,0.0,California,San Francisco ,5-7 years,5-7 years,College degree,Woman,White,189000.0,6.0
25-34,Computing or Tech,Lead Systems Engineer,160000,0.0,Washington,Bellevue,8 - 10 years,5-7 years,High School,Man,White,160000.0,53.0
18-24,"Marketing, Advertising & PR",Brand Marketing Manager,85850,8500.0,California,Los Angeles,11 - 20 years,2 - 4 years,College degree,Woman,Asian or Asian American,94350.0,6.0
35-44,Education (Higher Education),Associate Professor,85000,0.0,Massachusetts,Boston,8 - 10 years,8 - 10 years,PhD,Woman,White,85000.0,25.0
35-44,Education (Higher Education),Senior Institutional Research Analyst,82000,0.0,California,SF Bay Area,5-7 years,5-7 years,Master's degree,Man,White,82000.0,6.0
25-34,Nonprofits,Director of Audience Engagement ,80000,0.0,California,Los Angeles ,8 - 10 years,5-7 years,Master's degree,Woman,White,80000.0,6.0
45-54,Government and Public Administration,Director,125000,0.0,Washington,Olympia ,21 - 30 years,11 - 20 years,Master's degree,Woman,White,125000.0,53.0
55-64,Computing or Tech,Senior programmer analyst,77000,0.0,New Hampshire,From home,31 - 40 years,31 - 40 years,Some college,Man,Another option not listed here or prefer not to answer,77000.0,33.0
35-44,Computing or Tech,Frontend Engineer,150000,12000.0,California,San Francisco ,11 - 20 years,2 - 4 years,Master's degree,Woman,Black or African American,162000.0,6.0
45-54,Nonprofits,Ex,55000,500.0,Michigan,Wayne ,11 - 20 years,5-7 years,Some college,Woman,White,55500.0,26.0
25-34,Government and Public Administration,Chemist,58535,1000.0,Washington,Seattle,2 - 4 years,2 - 4 years,College degree,Woman,White,59535.0,53.0
25-34,Computing or Tech,Customer Support Specialist,60000,5000.0,Washington,Seattle,1 year or less,1 year or less,College degree,Man,White,65000.0,53.0
45-54,Computing or Tech,Staff Software Engineer,185000,18500.0,Washington,Seattle,21 - 30 years,21 - 30 years,Master's degree,Man,White,203500.0,53.0
18-24,Computing or Tech,Applied Data Scientist,75000,0.0,New Jersey,"Work remotely, but the company is based out of Chicago, IL and I work in Newark, NJ ",1 year or less,1 year or less,College degree,Woman,White,75000.0,34.0
25-34,Nonprofits,Program Admin ,45000,0.0,Washington,Seattle ,8 - 10 years,5-7 years,Master's degree,Woman,"White, Another option not listed here or prefer not to answer",45000.0,53.0
35-44,Education (Higher Education),Admissions & Financial Aid Counselor,60000,5000.0,California,Bay Area,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American,65000.0,6.0
25-34,Engineering or Manufacturing,Senior Transportation Engineer,82000,7000.0,Washington,Tacoma ,5-7 years,5-7 years,Master's degree,Man,White,89000.0,53.0
45-54,Health care,Dispatcher,75779,30000.0,Oregon,Portland,21 - 30 years,5-7 years,Master's degree,Woman,White,105779.0,41.0
35-44,Education (Higher Education),Academic advisor,47000,0.0,Texas,Houston,8 - 10 years,5-7 years,Master's degree,Woman,White,47000.0,48.0
35-44,Education (Higher Education),Associate Professor,88750,0.0,Washington,N.A.,11 - 20 years,11 - 20 years,PhD,Woman,White,88750.0,53.0
35-44,Government and Public Administration,Recreation & Community Services Supervisor (aka Leslie Knope),73000,0.0,California,Los Angeles,21 - 30 years,21 - 30 years,College degree,Woman,Native American or Alaska Native,73000.0,6.0
25-34,Computing or Tech,Software Engineer,875000,0.0,California,Bay Area,5-7 years,2 - 4 years,College degree,Man,White,875000.0,6.0
35-44,Education (Higher Education),Assistant Registrar for Catalog,53000,0.0,Maryland,Baltimore,8 - 10 years,8 - 10 years,Master's degree,Woman,"Black or African American, White",53000.0,24.0
35-44,Nonprofits,Director of Programs,125400,0.0,District of Columbia,Washington,11 - 20 years,8 - 10 years,Master's degree,Woman,White,125400.0,11.0
35-44,Computing or Tech,Producer,128000,6000.0,California,San Francisco,21 - 30 years,11 - 20 years,Some college,Woman,White,134000.0,6.0
35-44,Nonprofits,Associate Director of Marketing and Communications,100000,0.0,California,"oakland, ca",21 - 30 years,21 - 30 years,Master's degree,Non-binary,White,100000.0,6.0
25-34,Nonprofits,Digital Communications Manager,78000,0.0,California,San Diego ,11 - 20 years,11 - 20 years,College degree,Woman,White,78000.0,6.0
18-24,Law,Proposal Specialist,57600,0.0,California,Los Angeles,2 - 4 years,1 year or less,College degree,Man,White,57600.0,6.0
25-34,Engineering or Manufacturing,Aerospace Design Engineer,96700,0.0,Connecticut,Hartford,8 - 10 years,8 - 10 years,Master's degree,Woman,White,96700.0,9.0
25-34,Computing or Tech,Program Manager,157000,1000.0,California,Los Angeles,8 - 10 years,5-7 years,Master's degree,Woman,"Asian or Asian American, Hispanic, Latino, or Spanish origin, White",158000.0,6.0
45-54,"Accounting, Banking & Finance",Accounts Payable Manager,87000,0.0,Virginia, Charlottesville,21 - 30 years,21 - 30 years,College degree,Woman,White,87000.0,51.0
35-44,Education (Higher Education),Associate professor of clinical OT,104000,0.0,California,Los Angeles ,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White,104000.0,6.0
25-34,"Accounting, Banking & Finance",Senior Financial Analyst,75000,3750.0,New Jersey,New Brunswick,5-7 years,2 - 4 years,High School,Woman,White,78750.0,34.0
25-34,Computing or Tech,Operations Manager,67000,0.0,Oregon,Portland,8 - 10 years,5-7 years,Some college,Other or prefer not to answer,White,67000.0,41.0
35-44,Computing or Tech,Senior Software Engineer,148000,22000.0,Washington,Kirkland,21 - 30 years,21 - 30 years,College degree,Man,White,170000.0,53.0
35-44,Law,Lead Corporate Counsel,191513,19544.0,California,Pleasanton,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White,211057.0,6.0
25-34,Engineering or Manufacturing,Project engineer,100000,5000.0,Pennsylvania,Philadelphia,8 - 10 years,8 - 10 years,College degree,Man,White,105000.0,42.0
25-34,Computing or Tech,Data Engineer,250000,30000.0,California,San Francisco,8 - 10 years,8 - 10 years,College degree,Woman,White,280000.0,6.0
35-44,Computing or Tech,Systems Administrator ,64000,0.0,Nevada,Las Vegas,8 - 10 years,5-7 years,Some college,Woman,White,64000.0,32.0
25-34,Computing or Tech,Systems Administrator,44000,0.0,North Carolina,Raleigh,11 - 20 years,2 - 4 years,College degree,Man,White,44000.0,37.0
35-44,Health care,Outreach Manager,80000,3000.0,Kansas,Overland Park,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American,83000.0,20.0
25-34,Education (Primary/Secondary),Special education teacher ,58500,0.0,California,Orange County,11 - 20 years,8 - 10 years,College degree,Woman,White,58500.0,6.0
18-24,Health care,Pharmacy Technician ,31200,0.0,Utah,Ogden,5-7 years,2 - 4 years,Some college,Woman,White,31200.0,49.0
35-44,Education (Higher Education),Associate Dept. Chair,61000,0.0,Michigan,Grand Rapids,21 - 30 years,11 - 20 years,Master's degree,Woman,White,61000.0,26.0
35-44,Engineering or Manufacturing,Machine Operator ,457000,2000.0,Washington,Bellingham,11 - 20 years,5-7 years,Some college,Man,White,459000.0,53.0
35-44,Computing or Tech,Senior UX Designer,163000,98000.0,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White,261000.0,53.0
25-34,Engineering or Manufacturing,senior network engineer,274000,30000.0,Washington,seattle,11 - 20 years,5-7 years,College degree,Woman,Asian or Asian American,304000.0,53.0
25-34,Law,Legal counsel,103500,18500.0,District of Columbia,DC,8 - 10 years,8 - 10 years,Master's degree,Woman,Middle Eastern or Northern African,122000.0,11.0
45-54,"Marketing, Advertising & PR",Sr Manager of Development,86000,0.0,Virginia,Vienna,31 - 40 years,11 - 20 years,Some college,Woman,White,86000.0,51.0
35-44,Government and Public Administration,Operation research analyst,135000,2000.0,District of Columbia,Washington DC,11 - 20 years,11 - 20 years,Master's degree,Man,"Hispanic, Latino, or Spanish origin, White",137000.0,11.0
35-44,Health care,Laboratory assistant,32000,1000.0,Michigan,Detroit,11 - 20 years,2 - 4 years,College degree,Woman,White,33000.0,26.0
35-44,Law,Continuing Legal Education Program Planner,59000,0.0,Wisconsin,Madison ,11 - 20 years,11 - 20 years,College degree,Woman,White,59000.0,55.0
18-24,Engineering or Manufacturing,manufacturing chemist,58000,6000.0,Colorado,Boulder,5-7 years,2 - 4 years,College degree,Woman,White,64000.0,8.0
55-64,Education (Higher Education),Administrative Assistant ,55000,0.0,Michigan,Ann Arbor,31 - 40 years,31 - 40 years,College degree,Woman,White,55000.0,26.0
35-44,Law,Attorney,103000,11000.0,Georgia,Atlanta,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White,114000.0,13.0
25-34,"Marketing, Advertising & PR",Media Planner,55000,0.0,Massachusetts,Boston,5-7 years,2 - 4 years,College degree,Woman,White,55000.0,25.0
25-34,Engineering or Manufacturing,Program manager ,157000,35000.0,New Jersey,Remote ,8 - 10 years,8 - 10 years,Master's degree,Woman,White,192000.0,34.0
25-34,Engineering or Manufacturing,Project Engineer,125000,4000.0,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Woman,White,129000.0,17.0
45-54,Computing or Tech,Consultant,91000,0.0,Ohio,Small Town Ohio,31 - 40 years,31 - 40 years,College degree,Woman,White,91000.0,39.0
25-34,Health care,Executive Assistant,60200,0.0,New York,Saranac Lake,8 - 10 years,8 - 10 years,College degree,Woman,White,60200.0,36.0
55-64,Education (Primary/Secondary),Teacher,65,0.0,California,Bakersfield,31 - 40 years,31 - 40 years,College degree,Woman,White,65.0,6.0
25-34,"Marketing, Advertising & PR",Digital Marketing Manager,82000,0.0,Missouri,Columbia,8 - 10 years,5-7 years,Some college,Woman,White,82000.0,29.0
35-44,Government and Public Administration,Senior Auditor ,110000,0.0,California,Los Angeles,11 - 20 years,8 - 10 years,College degree,Woman,Asian or Asian American,110000.0,6.0
35-44,Health care,Medical Practice Supervisor,53000,0.0,Maine,Brunswick,11 - 20 years,8 - 10 years,College degree,Woman,White,53000.0,23.0
35-44,"Accounting, Banking & Finance",Cash Posting,37500,3000.0,Wisconsin,Madison,21 - 30 years,8 - 10 years,High School,Woman,White,40500.0,55.0
35-44,Law,Staff Attorney,65500,0.0,Massachusetts,"Springfield, MA",11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,"Hispanic, Latino, or Spanish origin, White",65500.0,25.0
35-44,Education (Higher Education),Assistant Professor,45000,5000.0,West Virginia,Keyser,11 - 20 years,11 - 20 years,PhD,Woman,White,50000.0,54.0
35-44,Law,Of Counsel ,200000,40000.0,Maryland,Baltimore ,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White,240000.0,24.0
35-44,Education (Primary/Secondary),Assistant principal ,103000,0.0,New Jersey,Camden,11 - 20 years,11 - 20 years,College degree,Woman,Another option not listed here or prefer not to answer,103000.0,34.0
35-44,Education (Higher Education),Assistant Dean for Undergraduate Admissions and Student Services,135000,0.0,Michigan,Ann Arbor,11 - 20 years,11 - 20 years,Master's degree,Woman,White,135000.0,26.0
35-44,Education (Higher Education),Librarian,51435,0.0,Texas,Bryan/College Station,8 - 10 years,8 - 10 years,Master's degree,Woman,White,51435.0,48.0
25-34,Education (Primary/Secondary),Teacher elementary ,51500,0.0,Tennessee,Franklin,8 - 10 years,8 - 10 years,Master's degree,Woman,White,51500.0,47.0
35-44,Health care,Mental Health Counselor,75000,0.0,New Hampshire,Near Boston,21 - 30 years,5-7 years,Master's degree,Woman,White,75000.0,33.0
25-34,Engineering or Manufacturing,Lead Engineer,75000,0.0,Virginia,Richmond,11 - 20 years,8 - 10 years,College degree,Man,White,75000.0,51.0
35-44,Nonprofits,Digital Productions Coordinator ,55100,0.0,New Hampshire,Concord,11 - 20 years,2 - 4 years,Master's degree,Woman,White,55100.0,33.0
35-44,Nonprofits,Controller,74000,0.0,Pennsylvania,Pittsburgh,11 - 20 years,11 - 20 years,Master's degree,Woman,White,74000.0,42.0
45-54,"Accounting, Banking & Finance",Director of Accounting,65000,3250.0,Florida,Fort Myers,21 - 30 years,11 - 20 years,College degree,Woman,White,68250.0,12.0
45-54,Computing or Tech,Account Manager,55,12.0,New Hampshire,Manchester,21 - 30 years,8 - 10 years,College degree,Woman,White,67.0,33.0
45-54,Nonprofits,Executive Director,80000,0.0,New York,Syracuse,11 - 20 years,11 - 20 years,Master's degree,Woman,Asian or Asian American,80000.0,36.0
35-44,Nonprofits,Executive Director,195000,0.0,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,Master's degree,Woman,White,195000.0,11.0
35-44,"Accounting, Banking & Finance",Treasury Manager,115000,0.0,Michigan,Grand Rapids,11 - 20 years,11 - 20 years,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer,115000.0,26.0
18-24,Engineering or Manufacturing,Software Engineer,134000,20000.0,California,San Francisco,2 - 4 years,2 - 4 years,Some college,Woman,Asian or Asian American,154000.0,6.0
25-34,Government and Public Administration,Attorney Advisor,152000,1000.0,District of Columbia,"Washington, DC",8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White,153000.0,11.0
25-34,Education (Higher Education),Assistant professor,170000,40000.0,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,PhD,Man,White,210000.0,42.0
45-54,Engineering or Manufacturing,Senior Mechanical Engineer ,107000,3000.0,Missouri,Kansas City area,21 - 30 years,21 - 30 years,College degree,Man,Another option not listed here or prefer not to answer,110000.0,29.0
25-34,Health care,Program Coordinator ,54000,0.0,Massachusetts,Boston,11 - 20 years,5-7 years,Master's degree,Woman,White,54000.0,25.0
35-44,Government and Public Administration,Operations Management Consultant 2,62540,0.0,Florida,West Palm Beach,11 - 20 years,11 - 20 years,College degree,Woman,White,62540.0,12.0
55-64,Computing or Tech,Marketing Content Manager,150000,7500.0,California,San Francisco (nominally; I work from home now due to COVID),31 - 40 years,21 - 30 years,College degree,Woman,White,157500.0,6.0
35-44,Computing or Tech,Vice President,140000,40000.0,Utah,Salt Lake City,11 - 20 years,8 - 10 years,Some college,Man,White,180000.0,49.0
35-44,"Accounting, Banking & Finance",Financial Analyst,73000,0.0,Ohio,Columbus,11 - 20 years,2 - 4 years,Master's degree,Woman,White,73000.0,39.0
35-44,Computing or Tech,Product Design Manager,250000,350000.0,New York,New York,11 - 20 years,11 - 20 years,College degree,Man,Asian or Asian American,600000.0,36.0
25-34,"Accounting, Banking & Finance",Product Manager,125000,5000.0,Texas,Dallas,8 - 10 years,2 - 4 years,Master's degree,Woman,White,130000.0,48.0
25-34,Health care,registered nurse,53000,6000.0,Ohio,Columbus,5-7 years,2 - 4 years,College degree,Man,White,59000.0,39.0
25-34,Nonprofits,Development and communications manager,55000,0.0,Vermont,"Shrewsbury, VT",8 - 10 years,5-7 years,Master's degree,Woman,White,55000.0,50.0
25-34,Computing or Tech,Engineering Manager,172000,0.0,Massachusetts,Littleton,11 - 20 years,11 - 20 years,College degree,Man,White,172000.0,25.0
45-54,"Accounting, Banking & Finance",Senior Tax Analyst,49088,3000.0,West Virginia,Martinsburg,21 - 30 years,5-7 years,College degree,Woman,White,52088.0,54.0
